Date;Pais;Combustíveis sólidos;Petróleo bruto e produtos petrolíferos;Gás;Energia eléctrica;Energias renováveis
2017;Islandia;0;549.7;0;1538.4;117.3
2018;Islandia;0;558.7;0;1589.6;125
2019;Islandia;0;538.7;0;1567.2;98.7
1990;Noruega;750.4;5554.5;0;8324;898
1991;Noruega;658.8;5309.2;0;8512.9;840
1992;Noruega;670.3;5157.3;0;8545.4;828.2
1993;Noruega;670.3;5353.8;0;8668.4;907.3
1994;Noruega;761.2;5531.3;0;8753.6;988.2
1995;Noruega;832.7;5668.9;0;8922.3;987.4
1996;Noruega;834.1;6205.9;0;8868.8;958.3
1997;Noruega;812.5;6038.3;0;8933.5;1023.7
1998;Noruega;855.5;6191.5;0;9410.1;1127.5
1999;Noruega;851.3;6352;0;9395.3;1340.7
2000;Noruega;852.9;5866.9;176.2;9418.1;1194.7
2001;Noruega;764.7;6120.7;179.8;9646.3;1025.2
2002;Noruega;643.7;6199.3;137.7;9382;1088.5
2003;Noruega;635;6731.8;182.2;8869.6;1081.9
2004;Noruega;712.5;6687.3;213.1;9279;1152
2005;Noruega;594.6;6491.1;220.4;9520.8;1249.1
2006;Noruega;485.8;6783.7;237.6;9234.7;1254.2
2007;Noruega;556.9;6762;256;9514.2;1297.3
2008;Noruega;579.8;6531.8;297.3;9632.1;1436.1
2009;Noruega;409;6473.4;299.4;9225;1466.2
2010;Noruega;495.5;6783.6;319.1;9732.2;1764.2
2011;Noruega;444.5;6487.6;338.9;9256.1;1798
2012;Noruega;474.1;6406.2;411.2;9485.5;1745
2013;Noruega;470.5;6321.5;419.4;9544.2;1654.5
2014;Noruega;465.9;6171.1;416.5;9336.4;1483.1
2015;Noruega;465;5999.6;426.9;9550.9;1578.9
2016;Noruega;521.2;5864.3;408.4;9771.7;1790.6
2017;Noruega;498.8;5463.6;431.2;9776.1;2006.4
2018;Noruega;462.8;5608.9;431.8;9966.2;1938.4
2019;Noruega;490.8;5435.1;444;9941.9;2146.3
1990;Reino Unido;8698.9;52339.4;40231.7;23596.9;397.6
1991;Reino Unido;8943.6;53286.7;44307.3;24165.8;408.5
1992;Reino Unido;8529.9;52745.9;42930.8;24202;608.2
1993;Reino Unido;8180.9;53886.6;43801.6;24602.8;587.1
1994;Reino Unido;7491.9;54094.4;44050.6;24442.3;824.4
1995;Reino Unido;5938.9;52849.9;45495.4;25341.5;869.5
1996;Reino Unido;5442.5;54515.1;50882.1;26600.7;879.7
1997;Reino Unido;5096.5;53635.5;48745.4;26758;864.1
1998;Reino Unido;4705.6;53081;50270.2;27143.4;750.3
1999;Reino Unido;4461.9;53596.6;49633;27751;583.5
2000;Reino Unido;3726.1;52805.9;51369.2;28325;584.6
2001;Reino Unido;3444.2;53435.3;52032.8;28608.9;485.7
2002;Reino Unido;3338.6;52486.3;49710.6;28667.3;500.2
2003;Reino Unido;3118.3;52624.4;51031.1;28909.5;515.4
2004;Reino Unido;2807.4;53544.5;51371.9;29144.1;523.7
2005;Reino Unido;2453.2;53376.6;49845.2;29980.7;574.7
2006;Reino Unido;2324.8;53593.3;47369.7;29684.4;734.6
2007;Reino Unido;2484.2;53661.5;44964.8;29377.1;975.3
2008;Reino Unido;2497.3;51005.5;46352.1;29391.4;2047.8
2009;Reino Unido;2222.5;48610.4;42144.8;27665.3;2325.4
2010;Reino Unido;2350.6;48588.6;46467.4;28286.1;2842.4
2011;Reino Unido;2168.2;46620.5;38616.5;27342;2664.1
2012;Reino Unido;2210.1;46780.6;42167.8;27377;2749.6
2013;Reino Unido;2688;45917;42686.4;27201.9;3489.2
2014;Reino Unido;2629.9;46443.7;36384.4;26048;3714.2
2015;Reino Unido;2296.9;47759;37700.1;26103.7;4728.3
2016;Reino Unido;2042.9;48636.3;38664.2;26151.4;4969
2017;Reino Unido;1871.3;49020.7;37810.1;25767.9;5004.8
2018;Reino Unido;1704.2;48387.5;39474.7;25843.5;5708.7
2019;Reino Unido;1565.1;47462.8;39311.4;25397.6;6200.1
